Jap	Eng	type	id
青き眼の賢士	Sage with Eyes of Blue	MONSTER TUNER EFFECT	8240199
おジャマ・デルタハリケーン！！	Ojama Delta Hurricane!!	SPELL	8251996
コズミック・サイクロン	Cosmic Cyclone	QUICKPLAY SPELL	8267140
宝玉の契約	Crystal Promise	SPELL	8275702
デプス・アミュレット	Depth Amulet	TRAP CONTINUOUS	8279188
SR56プレーン	Speedroid Rubberband Plane	MONSTER EFFECT	8284390
Sin パラドクス・ドラゴン	Malefic Paradox Dragon	MONSTER SYNCHRO EFFECT	8310162
ジョルト・カウンター	Jolt Counter	TRAP COUNTER	8316565
魔轟神ミーズトージ	Fabled Miztoji	MONSTER TUNER EFFECT	8316661
霊獣の誓還	Ritual Beast Return	QUICKPLAY SPELL	8321183
夜霧のスナイパー	Cloak and Dagger	TRAP CONTINUOUS	8323633
デス・バード	Skullbird	FUSION MONSTER	8327462
エクシーズ・シフト	Xyz Shift	SPELL	8339504
エア・イーター	Air Eater	MONSTER NORMAL	8353769
スカーレッド・ファミリア	Red Familiar	MONSTER EFFECT	8372133
EMゴムゴムートン	Performapal Gumgumouton	MONSTER EFFECT PENDULUM	8384771
No.27 弩級戦艦－ドレッドノイド	Number 27: Dreadnought Dreadnoid	MONSTER XYZ EFFECT	8387138
アルカナフォースI－THE MAGICIAN	Arcana Force I - The Magician	MONSTER EFFECT	8396952
邪龍アナンタ	Evil Dragon Ananta	MONSTER SPSUMMON EFFECT	8400623
ガスタの風塵	Dust Storm of Gusto	TRAP	8414337
煉獄の死徒	Void Seer	QUICKPLAY SPELL	8437145
DDD剋竜王ベオウルフ	D/D/D Dragonbane King Beowulf	FUSION MONSTER EFFECT	8463720
ギガテック・ウルフ	Giga-Tech Wolf	MONSTER NORMAL	8471389
モザイク・マンティコア	Mosaic Manticore	MONSTER EFFECT	8483333
ジェスター・コンフィ	Jester Confit	MONSTER EFFECT	8487449
閃刀姫－ハヤテ	Sky Striker Ace - Hayate	MONSTER EFFECT LINK	8491308
LL－リサイト・スターリング	Lyrilusc - Recital Starling	MONSTER XYZ EFFECT	8491961
深海のアーチザン	Deep Sea Artisan	MONSTER EFFECT	8495780
格闘ねずみ チュー助	Chu-Ske the Mouse Fighter	MONSTER NORMAL	8508055
希望皇オノマトピア	Utopic Onomatopoeia	MONSTER EFFECT	8512558
始源の帝王	The First Monarch	TRAP CONTINUOUS	8522996
スクラップ・フィスト	Scrap Fist	QUICKPLAY SPELL	8529136
コマンド・リゾネーター	Resonator Command	QUICKPLAY SPELL	8559524
RR－ネスト	Raidraptor - Nest	CONTINUOUS SPELL	8559793
神樹の守護獣－牙王	Leo, the Keeper of the Sacred Tree	MONSTER SYNCHRO EFFECT	8561192
バランサーロード	Balancer Lord	MONSTER EFFECT	8567955
インフェルノクインデーモン	Infernalqueen Archfiend	MONSTER EFFECT	8581705
ジュラック・ブラキス	Jurrac Brachis	MONSTER TUNER EFFECT	8594079
レプティレス・エキドゥーナ	Reptilianne Echidna	MONSTER EFFECT LINK	8602351
一族の結集	Super Team Buddy Force Unite!	TRAP	8608979
ラヴァルバル・ドラグーン	Lavalval Dragun	MONSTER SYNCHRO EFFECT	8611007
D.D.ダイナマイト	D.D. Dynamite	TRAP	8628798
進化の宿命	Evo-Karma	CONTINUOUS SPELL	8632967
尾も白い黒猫	Dark Cat with White Tail	MONSTER FLIP EFFECT	8634636
DDリクルート	D/D Recruits	TRAP	8643186
ディープ・スィーパー	Deep Sweeper	MONSTER EFFECT	8649148
コードブレイカー・ゼロデイ	Codebreaker Zero Day	MONSTER EFFECT	8662794
幻影の妖精	Dreamsprite	MONSTER EFFECT	8687195
ジェムナイト・ジルコニア	Gem-Knight Zirconia	FUSION MONSTER	8692301
陽炎獣 ヒュドラー	Hazy Flame Hydra	MONSTER EFFECT	8696773
D－カウンター	D - Counter	TRAP	8698851
レッド・ミラー	Red Mirror	MONSTER EFFECT	8706701
魔貨物車両 ボコイチ	Bokoichi the Freightening Car	MONSTER NORMAL	8715625
アビスケイル－クラーケン	Abyss-scale of the Kraken	EQUIP SPELL	8719957
剣闘獣の闘器デーモンズシールド	Gladiator Beast's Battle Archfiend Shield	EQUIP SPELL	8730435
電脳堺姫－娘々	Virtual World Hime - Nyannyan	MONSTER EFFECT	8736823
魔王超龍 ベエルゼウス	Beelzeus of the Diabolic Dragons	MONSTER SYNCHRO EFFECT	8763963
命の砂時計	Hourglass of Life	MONSTER NORMAL	8783685
RR－ワイルド・ヴァルチャー	Raidraptor - Wild Vulture	MONSTER EFFECT	8785161
合成魔獣 ガーゼット	Maju Garzett	MONSTER EFFECT	8794435
PSYフレームロード・Λ	PSY-Framelord Lambda	MONSTER EFFECT LINK	8802510
コンボファイター	Combo Fighter	MONSTER EFFECT	8806072
外神ナイアルラ	Outer Entity Nyarla	MONSTER XYZ EFFECT	8809344
ヴェルズ・マンドラゴ	Evilswarm Mandragora	MONSTER EFFECT	8814959
EMクレイブレイカー	Performapal Clay Breaker	MONSTER EFFECT	8820526
A・O・J コズミック・クローザー	Ally of Justice Cosmic Gateway	MONSTER EFFECT	8822710
方界曼荼羅	Cubic Mandala	TRAP CONTINUOUS	8837932
ご隠居の猛毒薬	Poison of the Old Man	QUICKPLAY SPELL	8842266
ダイスエット	Dice It	TRAP	8868767
アーティファクト－チャクラム	Artifact Chakram	MONSTER EFFECT	8873112
光天使ウィングス	Star Seraph Scout	MONSTER EFFECT	8875971
儀式魔人リリーサー	Djinn Releaser of Rituals	MONSTER EFFECT	8903700
暗黒騎士ガイアロード	Lord Gaia the Fierce Knight	MONSTER EFFECT	8910971
デス・フット	The Drdek	MONSTER NORMAL	8944575
ヒーローアライブ	A Hero Lives	SPELL	8949584
正々堂々	Respect Play	TRAP CONTINUOUS	8951260
リトマスの死儀式	Litmus Doom Ritual	RITUAL SPELL	8955148
コンビネーション・アタック	Combination Attack	QUICKPLAY SPELL	8964854
究極時械神セフィロン	Sephylon, the Ultimate Timelord	MONSTER SPSUMMON EFFECT	8967776
妖醒龍ラルバウール	Omni Dragon Brotaur	MONSTER EFFECT	8972398
ロード・オブ・ドラゴン－ドラゴンの統制者－	The King of D.	MONSTER EFFECT	8978197
EM小判竜	Performapal Coin Dragon	MONSTER EFFECT PENDULUM	9000988
ブラックフェザー・ドラゴン	Black-Winged Dragon	MONSTER SYNCHRO EFFECT	9012916
DDD深淵王ビルガメス	D/D/D Abyss King Gilgamesh	MONSTER EFFECT LINK	9024198
ギャラクシー・ドラグーン	Galaxy Dragon	MONSTER EFFECT	9024367
楽天禍カルクラグラ	Cataclysmic Crusted Calcifida	MONSTER EFFECT	9028399
常闇の契約書	Dark Contract with the Eternal Darkness	TRAP CONTINUOUS	9030160
天使の涙	Graceful Tear	TRAP	9032529
BF－隠れ蓑のスチーム	Blackwing - Steam the Cloak	MONSTER TUNER EFFECT	9047460
スチーム・トークン	Steam Token	MONSTER TOKEN NORMAL	9047461
覚醒の勇士 ガガギゴ	Gagagigo the Risen	MONSTER XYZ	9053187
氷結界の虎将 グルナード	General Grunard of the Ice Barrier	MONSTER EFFECT	9056100
インフェルニティ・バリア	Infernity Barrier	TRAP COUNTER	9059700
闇の増産工場	Dark Factory of More Production	TRAP CONTINUOUS	9064354
大騒動	Major Riot	TRAP	9074847
青い忍者	Armed Ninja	MONSTER FLIP EFFECT	9076207
クロス・デバッガー	Cross Debug	MONSTER EFFECT	9097866
EMドラネコ	Performapal Gongato	MONSTER EFFECT PENDULUM	9106362
BF－鉄鎖のフェーン	Blackwing - Fane the Steel Chain	MONSTER EFFECT	9109991
オスティナート	Ostinato	SPELL	9113513
鬼ガエル	Swap Frog	MONSTER EFFECT	9126351
儀式降臨封印の書	Ritual Sealing	TRAP	9145181
見習い魔術師	Apprentice Magician	MONSTER EFFECT	9156135
ダーク・グレイ	Dark Gray	MONSTER NORMAL	9159938
No.6 先史遺産アトランタル	Number 6: Chronomaly Atlandis	MONSTER XYZ EFFECT	9161357
RAMクラウダー	RAM Clouder	MONSTER EFFECT	9190563
竜魂の石像	Dragon Statue	MONSTER NORMAL	9197735
D－フォーチュン	D - Fortune	TRAP	9201964
SPYRAL MISSION－救出	SPYRAL MISSION - Rescue	TRAP CONTINUOUS	9212051
リチュアの写魂鏡	Gishki Photomirror	RITUAL SPELL	9236985
金魚救い	Kingyo Sukui	TRAP CONTINUOUS	9251497
銀河眼の雲篭	Galaxy-Eyes Cloudragon	MONSTER EFFECT	9260791
ホルスのしもべ	Horus' Servant	MONSTER EFFECT	9264485
閃光弾	Flashbang	TRAP	9267769
星輝士 セイクリッド・ダイヤ	Stellarknight Constellar Diamond	MONSTER XYZ EFFECT	9272381
ヴェノム・ボア	Venom Boa	MONSTER EFFECT	9284723
黒魔族復活の棺	Dark Renewal	TRAP	9287078
メタル・ドラゴン	Metal Dragon	FUSION MONSTER	9293977
ファーニマル・クレーン	Fluffal Crane	TRAP	9298235
E・HERO ボルテック	Elemental HERO Voltic	MONSTER EFFECT	9327502
宝玉の絆	Crystal Bond	SPELL	9334391
幻影騎士団ミストクロウズ	The Phantom Knights of Mist Claws	TRAP	9336190
魔救の救砕	Adamancipator Relief	TRAP	9341993
彼岸の悪鬼 ハロウハウンド	Cagna, Malebranche of the Burning Abyss	MONSTER EFFECT	9342162
浮鵺城	Cloudcastle	MONSTER SYNCHRO EFFECT	9348522
フォトン・ベール	Photon Veil	SPELL	9354555
スピード・ウォリアー	Speed Warrior	MONSTER EFFECT	9365703
風魔手裏剣	Fuhma Shuriken	EQUIP SPELL	9373534
グラビ・クラッシュドラゴン	Gravi-Crush Dragon	MONSTER EFFECT	9391354
超重武者タマ－C	Superheavy Samurai Battleball	MONSTER TUNER EFFECT	9402966
虚無械アイン	Empty Machine	TRAP CONTINUOUS	9409625
D－HERO ディアボリックガイ	Destiny HERO - Malicious	MONSTER EFFECT	9411399
武神－ヒルメ	Bujin Hirume	MONSTER SPSUMMON EFFECT	9418365
人造人間－サイコ・リターナー	Jinzo - Returner	MONSTER EFFECT	9418534
ララ・ライウーン	LaLa Li-oon	MONSTER NORMAL	9430387
Sin 青眼の白龍	Malefic Blue-Eyes White Dragon	MONSTER SPSUMMON EFFECT	9433350
魔救の奇跡－ドラガイト	Adamancipator Risen - Dragite	MONSTER SYNCHRO EFFECT	9464441
U.A.カストディアン	U.A. Goalkeeper	MONSTER EFFECT	9485511
スタック・リバイバー	Stack Reviver	MONSTER EFFECT	9523599
岩石カメッター	Boulder Tortoise	MONSTER NORMAL	9540040
オイラーサーキット	Euler's Circuit	FIELD SPELL	9547962
霊魂の拠所	Shinobird Power Spot	CONTINUOUS SPELL	9553721
魔導冥士 ラモール	Reaper of Prophecy	MONSTER EFFECT	9560338
モンスター・スロット	Monster Slots	SPELL	9576193
連鎖空穴	Chain Hole	TRAP	9581215
ガガガカイザー	Gagaga Caesar	MONSTER EFFECT	9583383
カオス・ソーサラー	Chaos Sorcerer	MONSTER SPSUMMON EFFECT	9596126
シャドウナイトデーモン	Shadowknight Archfiend	MONSTER EFFECT	9603356
転生炎獣ブレイズ・ドラゴン	Salamangreat Blaze Dragon	MONSTER XYZ EFFECT	9608555
レグレクス・パラディオン	Crusadia Regulex	MONSTER EFFECT LINK	9617996
D・D・R	D.D.R. - Different Dimension Reincarnation	EQUIP SPELL	9622164
地母神アイリス	Iris, the Earth Mother	MONSTER EFFECT	9628664
ガーディアン・ケースト	Guardian Kay'est	MONSTER EFFECT	9633505
シグナル・ウォリアー	Signal Warrior	MONSTER SYNCHRO EFFECT	9634146
デス・ウォンバット	Des Wombat	MONSTER EFFECT	9637706
雷神の怒り	Kaminari Attack	FUSION MONSTER	9653271
方界業	Cubic Karma	CONTINUOUS SPELL	9659580
ゴーレム・ドラゴン	Golem Dragon	MONSTER EFFECT	9666558
ガラスの靴	Glass Slippers	EQUIP SPELL	9677699
起動指令 ギア・フォース	Boot-Up Order - Gear Force	TRAP	9715126
フォトン・スレイヤー	Photon Slasher	MONSTER EFFECT	9718968
所有者の刻印	Owner's Seal	SPELL	9720537
ジェット・シンクロン	Jet Synchron	MONSTER TUNER EFFECT	9742784
ゴブリンのやりくり上手	Good Goblin Housekeeping	TRAP	9744376
邪帝ガイウス	Caius the Shadow Monarch	MONSTER EFFECT	9748752
琰魔竜 レッド・デーモン・アビス	Hot Red Dragon Archfiend Abyss	MONSTER SYNCHRO EFFECT	9753964
戦乙女の契約書	Dark Contract with the Witch	TRAP CONTINUOUS	9765723
剣闘調教	Gladiator Taming	QUICKPLAY SPELL	9780364
白竜降臨	White Dragon Ritual	RITUAL SPELL	9786492
白銀のスナイパー	Silver Sentinel	MONSTER EFFECT	9791914
夢幻転星イドリース	Knightmare Incarnation Idlee	MONSTER EFFECT	9794980
逆ギレパンダ	Gyaku-Gire Panda	MONSTER EFFECT	9817927
タンホイザーゲート	Tannhauser Gate	SPELL	9831539
ガスタの神官 ムスト	Musto, Oracle of Gusto	MONSTER EFFECT	9837195
覚醒の証	Emblem of the Awakening	RITUAL SPELL	9845733
樹海の射手	Woodland Archer	MONSTER SPSUMMON EFFECT	9848939
決別	Break Away	TRAP	9852718
モグモール	Mogmole	MONSTER EFFECT	9861795
A・O・J ディサイシブ・アームズ	Ally of Justice Decisive Armor	MONSTER SYNCHRO EFFECT	9888196
ガスタ・コドル	Gusto Codor	MONSTER EFFECT	9897998
ガエル・サンデス	D.3.S. Frog	FUSION MONSTER EFFECT	9910360
ブラック・リベンジ	Black Wing Revenge	TRAP	9925982
BF－ブラック・クレスト・トークン	Blackwing - Black Crest Token	MONSTER TOKEN NORMAL	9925983
BF－朧影のゴウフウ	Blackwing - Gofu the Vague Shadow	MONSTER TUNER SPSUMMON EFFECT	9929398
朧影トークン	Vague Shadow Token	MONSTER TOKEN NORMAL	9929399
サモンチェーン	Chain Summoning	QUICKPLAY SPELL	9952083
トラミッド・フォートレス	Triamid Fortress	FIELD SPELL	9989792
宮廷のしきたり	Imperial Custom	TRAP CONTINUOUS	9995766
宮廷のしきたり	Imperial Custom	TRAP CONTINUOUS	9995767
ビーストレイジ	Beast Rage	SPELL	9999961
オベリスクの巨神兵	Obelisk the Tormentor	MONSTER EFFECT	10000000
オベリスクの巨神兵	Obelisk the Tormentor	MONSTER EFFECT	10000001
オベリスクの巨神兵	Obelisk the Tormentor	MONSTER EFFECT	10000002
ラーの翼神竜	The Winged Dragon of Ra	MONSTER EFFECT	10000010
ラーの翼神竜	The Winged Dragon of Ra	MONSTER EFFECT	10000011
ラーの翼神竜	The Winged Dragon of Ra	MONSTER EFFECT	10000012
オシリスの天空竜	Slifer the Sky Dragon	MONSTER EFFECT	10000020
オシリスの天空竜	Slifer the Sky Dragon	MONSTER EFFECT	10000021
オシリスの天空竜	Slifer the Sky Dragon	MONSTER EFFECT	10000022
マジマジ☆マジシャンギャル	Magi Magi ☆ Magician Gal	MONSTER XYZ EFFECT	10000030
光の創造神 ホルアクティ	Holactie the Creator of Light	MONSTER SPSUMMON EFFECT	10000040
ラーの翼神竜－球体形	The Winged Dragon of Ra - Sphere Mode	MONSTER EFFECT	10000080
ラーの翼神竜－不死鳥	The Winged Dragon of Ra - Immortal Phoenix	MONSTER SPSUMMON EFFECT	10000090
ガチガチガンテツ	Gachi Gachi Gantetsu	MONSTER XYZ EFFECT	10002346
宝玉の解放	Crystal Release	EQUIP SPELL	10004783
勇気の旗印	Banner of Courage	CONTINUOUS SPELL	10012614
ワーム・キング	Worm King	MONSTER EFFECT	10026986
輪廻天狗	Reborn Tengu	MONSTER EFFECT	10028593
神竜－エクセリオン	Divine Dragon - Excelion	MONSTER EFFECT	10032958
ウェポンチェンジ	Weapon Change	CONTINUOUS SPELL	10035717
無限泡影	Infinite Impermanence	TRAP	10045474
コアキメイル・ルークロード	Koa'ki Meiru Rooklord	MONSTER EFFECT	10060427
魔力終了宣告	Spell-Stopping Statute	TRAP COUNTER	10069180
トワイライトロード・ソーサラー ライラ	Lyla, Twilightsworn Enchantress	MONSTER EFFECT	10071151
王座の守護者	Protector of the Throne	MONSTER NORMAL	10071456
ジュラシックワールド	Jurassic World	FIELD SPELL	10080320
タイガードラゴン	Tiger Dragon	MONSTER EFFECT	10097168
メカウサー	Mecha Bunny	MONSTER EFFECT	10110717
ブンボーグ005	Deskbot 005	MONSTER EFFECT PENDULUM	10117149
トゥルース・リインフォース	Reinforce Truth	TRAP	10118318
暗黒界の洗脳	Dark World Brainwashing	TRAP CONTINUOUS	10131855
ウイングトータス	Wingtortoise	MONSTER EFFECT	10132124
夢幻崩界イヴリース	Knightmare Corruptor Iblee	MONSTER EFFECT	10158145
レアル・ジェネクス・オラクル	R-Genex Oracle	MONSTER TUNER EFFECT	10178757
仮面魔道士	Masked Sorcerer	MONSTER EFFECT	10189126
RR－アベンジ・ヴァルチャー	Raidraptor - Avenge Vulture	MONSTER EFFECT	10194329
スカイ・ハンター	Skull Red Bird	MONSTER NORMAL	10202894
朽ち果てた武将	Decayed Commander	MONSTER EFFECT	10209545
忍者義賊ゴエゴエ	Goe Goe the Gallant Ninja	MONSTER EFFECT	10236520
マジカル・アブダクター	Magical Abductor	MONSTER EFFECT PENDULUM	10239627
ヒエログリフの石版	Hieroglyph Lithograph	SPELL	10248192
サイバー・ブレイダー	Cyber Blader	FUSION MONSTER EFFECT	10248389
イースター島のモアイ	The Statue of Easter Island	MONSTER NORMAL	10262698
エクシーズ・リベンジ	Xyz Revenge	SPELL	10275411
プランクスケール	Planckton	TRAP	10282757
魔救の奇石－ドラガイト	Adamancipator Crystal - Dragite	MONSTER EFFECT	10286023
未界域の歓待	You're in Danger!	TRAP	10312660
カッター・ロボ	Yaiba Robo	MONSTER NORMAL	10315429
サンライト・ユニコーン	Sunlight Unicorn	MONSTER EFFECT	10321588
幻惑の巻物	Scroll of Bewitchment	EQUIP SPELL	10352095
起爆獣ヴァルカノン	Ignition Beast Volcannon	FUSION MONSTER EFFECT	10365322
コマンド・ナイト	Command Knight	MONSTER EFFECT	10375182
デストーイ・ホイールソウ・ライオ	Frightfur Leo	FUSION MONSTER EFFECT	10383554
No.42 スターシップ・ギャラクシー・トマホーク	Number 42: Galaxy Tomahawk	MONSTER XYZ EFFECT	10389142
バトル・イーグル・トークン	Battle Eagle Token	MONSTER TOKEN NORMAL	10389143
デス・ドーナツ	Doom Donuts	MONSTER FLIP EFFECT	10389794
森羅の守神 アルセイ	Alsei, the Sylvan High Protector	MONSTER XYZ EFFECT	10406322
超量機艦マグナキャリア	Super Quantal Mech Ship Magnacarrier	FIELD SPELL	10424147
輝神鳥ヴェーヌ	Vennu, Bright Bird of Divinity	MONSTER RITUAL EFFECT	10441498
サイバー・ドラゴン・インフィニティ	Cyber Dragon Infinity	MONSTER XYZ EFFECT	10443957
サイバー・ドラゴン・インフィニティ	Cyber Dragon Infinity	MONSTER XYZ EFFECT	10443958
シャトルロイド	Shuttleroid	MONSTER EFFECT	10449150
悪魂邪苦止	T.A.D.P.O.L.E.	MONSTER EFFECT	10456559
ガンロック	Barrel Rock	MONSTER NORMAL	10476868
海竜神－ネオダイダロス	Ocean Dragon Lord - Neo-Daedalus	MONSTER SPSUMMON EFFECT	10485110
ヒーロー・メダル	Hero Medal	TRAP	10489311
Ai－コンタクト	A.I. Contact	SPELL	10493654
古代の機械獣	Ancient Gear Beast	MONSTER EFFECT	10509340
E・HERO ワイルドジャギーマン	Elemental HERO Wildedge	FUSION MONSTER EFFECT	10526791
森羅の賢樹 シャーマン	Sylvan Sagequoia	MONSTER EFFECT	10530913
エンシェント・シャーク ハイパー・メガロドン	Hyper-Ancient Shark Megalodon	MONSTER EFFECT	10532969
リターンソウル	Return Soul	TRAP	10537981
レオグン	Leogun	MONSTER NORMAL	10538007
古代の機械弩士	Ancient Gear Ballista	MONSTER EFFECT LINK	10547580
剛鬼ジャドウ・オーガ	Gouki Heel Ogre	MONSTER EFFECT LINK	10552026
フィッシュボーグ－ドクター	Fishborg Doctor	MONSTER EFFECT	10560119
D・スコープン	Morphtronic Scopen	MONSTER TUNER EFFECT	10591919
ザリガン	Zarigun	MONSTER NORMAL	10598400
妖仙獣の居太刀風	Yosenjus' Sword Sting	TRAP	10612222
神聖騎士王アルトリウス	Sacred Noble Knight of King Artorigus	MONSTER XYZ EFFECT	10613952
ビック・バイパー T301	Vic Viper T301	MONSTER EFFECT	10642488
ツバメ返し	Swallow Flip	TRAP COUNTER	10651797
古のルール	Ancient Rules	SPELL	10667321
L・G・D	Five-Headed Link Dragon	MONSTER EFFECT LINK	10669138
魔海城アイガイオン	Aegaion the Sea Castrum	MONSTER XYZ EFFECT	10678778
氷結界の鏡	Mirror of the Ice Barrier	QUICKPLAY SPELL	10691144
クローラー・ランヴィエ	Krawler Ranvier	MONSTER FLIP EFFECT	10698416
ウィジェット・キッド	Widget Kid	MONSTER EFFECT	10705656
ヴァイロン・スティグマ	Vylon Stigma	MONSTER EFFECT	10712320
炎舞－「天枢」	Fire Formation - Tensu	CONTINUOUS SPELL	10719350
バーニング・ソウル	Burning Soul	QUICKPLAY SPELL	10723472
EMオッドアイズ・ミノタウロス	Performapal Odd-Eyes Minitaurus	MONSTER EFFECT PENDULUM	10731333
湖の乙女ヴィヴィアン	Lady of the Lake	MONSTER TUNER EFFECT	10736540
森羅の神芽 スプラウト	Sylvan Cherubsprout	MONSTER EFFECT	10753491
ガーディアン・シール	Guardian Ceal	MONSTER EFFECT	10755153
ダイガスタ・イグルス	Daigusto Eguls	MONSTER SYNCHRO EFFECT	10755984
キッズ・ガード	Kid Guard	TRAP	10759529
覚醒戦士 クーフーリン	Cú Chulainn the Awakened	MONSTER RITUAL EFFECT	10789972
魔界発現世行きデスガイド	Tour Guide From the Underworld	MONSTER EFFECT	10802915
魔界発現世行きデスガイド	Tour Guide From the Underworld	MONSTER EFFECT	10802916
ウィッチクラフト・コラボレーション	Witchcrafter Collaboration	SPELL	10805153
世紀の大泥棒	Great Phantom Thief	MONSTER EFFECT	10809984
やぶ蛇	Waking the Dragon	TRAP	10813327
始祖竜ワイアーム	First of the Dragons	FUSION MONSTER EFFECT	10817524
魔神王の禁断契約書	Forbidden Dark Contract with the Swamp King	CONTINUOUS SPELL	10833828
ヤジロベーダー	Yajiro Invader	MONSTER EFFECT	10852583
ホログラー	Holograh	MONSTER NORMAL	10859908
武神器－イオツミ	Bujingi Pavo	MONSTER EFFECT	10860121
地縛神 Aslla piscu	Earthbound Immortal Aslla piscu	MONSTER EFFECT	10875327
クロノダイバー・スタートアップ	Time Thief Startup	QUICKPLAY SPELL	10877309
M・HERO ヴェイパー	Masked HERO Vapor	FUSION MONSTER EFFECT	10920352
儀水鏡との交信	Contact with the Aquamirror	SPELL	10925955
アマゾネスペット仔虎	Amazoness Baby Tiger	MONSTER EFFECT	10928224
タイムマジック・ハンマー	Time Magic Hammer	FUSION MONSTER EFFECT	10960419
豪雨の結界像	Barrier Statue of the Torrent	MONSTER EFFECT	10963799
光虫異変	Bug Emergency	TRAP	10971759
アマゾネスペット虎	Amazoness Tiger	MONSTER EFFECT	10979723
超時空戦闘機ビック・バイパー	Gradius	MONSTER NORMAL	10992251
守護竜ユスティア	Guardragon Justicia	MONSTER TUNER NORMAL	11012154
ジュラック・グアイバ	Jurrac Guaiba	MONSTER EFFECT	11012887
ネコマネキング	Neko Mane King	MONSTER EFFECT	11021521
デストーイ・シザー・ウルフ	Frightfur Wolf	FUSION MONSTER EFFECT	11039171
サイコ・フィール・ゾーン	Psychic Feel Zone	SPELL	11047543
超カバーカーニバル	Super Hippo Carnival	QUICKPLAY SPELL	11050415
カバートークン	Hippo Token	MONSTER TOKEN NORMAL	11050416
カバートークン	Hippo Token	MONSTER TOKEN NORMAL	11050417
カバートークン	Hippo Token	MONSTER TOKEN NORMAL	11050418
カバートークン	Hippo Token	MONSTER TOKEN NORMAL	11050419
セイバー・スラッシュ	Saber Slash	SPELL	11052544
ギャラクシーサーペント	Galaxy Serpent	MONSTER TUNER NORMAL	11066358
白翼の魔術師	White Wing Magician	MONSTER TUNER EFFECT PENDULUM	11067666
ジャンク・コンバーター	Junk Converter	MONSTER EFFECT	11069680
魔晶龍ジルドラス	Mana Dragon Zirnitron	MONSTER EFFECT	11074235
クリティウスの牙	The Fang of Critias	SPELL	11082056
サファイアドラゴン	Luster Dragon	MONSTER NORMAL	11091375
紫炎の霞城	Shien's Castle of Mist	FIELD SPELL	11102908
エクシーズ・ユニバース	Xyz Universe	TRAP	11109820
隣の芝刈り	That Grass Looks Greener	SPELL	11110587
ランサー・ドラゴニュート	Lancer Dragonute	MONSTER EFFECT	11125718
カウンター・ジェム	Counter Gem	TRAP	11136371
ワーム・ホープ	Worm Hope	MONSTER FLIP EFFECT	11159464
壊獣の出現記録	The Kaiju Files	CONTINUOUS SPELL	11163040
霊神統一	Elemental Training	TRAP CONTINUOUS	11167052
月光輪廻舞踊	Lunalight Reincarnation Dance	TRAP	11193246
武神隠	Bujincident	TRAP	11221418
ホルスの黒炎竜 LV6	Horus the Black Flame Dragon LV6	MONSTER EFFECT	11224103
強化空間	Reinforced Space	TRAP	11224934
エクシーズ・ソウル	Xyz Soul	TRAP	11228035
ディストラクター	Destructotron	MONSTER EFFECT	11232355
TG スクリュー・サーペント	T.G. Screw Serpent	MONSTER TUNER EFFECT	11234702
水陸の帝王	Emperor of the Land and Sea	MONSTER NORMAL	11250655
堕天使スペルビア	Darklord Superbia	MONSTER EFFECT	11260714
TGX1－HL	TGX1-HL	QUICKPLAY SPELL	11264180
召喚獣エリュシオン	Invoked Elysium	FUSION MONSTER EFFECT	11270236
クイック・スパナイト	Quick-Span Knight	MONSTER TUNER EFFECT	11287364
魔救の分析者	Adamancipator Analyzer	MONSTER TUNER EFFECT	11302671
月光黒羊	Lunalight Black Sheep	MONSTER EFFECT	11317977
闇魔界の戦士 ダークソード	Dark Blade	MONSTER NORMAL	11321183
エレクトリック・スネーク	Electric Snake	MONSTER EFFECT	11324436
ダーク・シムルグ	Dark Simorgh	MONSTER EFFECT	11366199
無力の証明	Proof of Powerlessness	TRAP	11373345
ティンダングル・トリニティ	Tindangle Trinity	MONSTER FLIP EFFECT	11375683
キャノン・ソルジャー	Cannon Soldier	MONSTER EFFECT	11384280
ナチュル・フライトフライ	Naturia Fruitfly	MONSTER EFFECT	11390349
キングレムリン	King of the Feral Imps	MONSTER XYZ EFFECT	11398059
機械天使の絶対儀式	Machine Angel Absolute Ritual	RITUAL SPELL	11398951
No.10 白輝士イルミネーター	Number 10: Illumiknight	MONSTER XYZ EFFECT	11411223
蛇龍の枷鎖	Saryuja's Shackles	TRAP	11434258
月光蒼猫	Lunalight Blue Cat	MONSTER EFFECT	11439455
グレイヴ・キーパー	Grave Protector	MONSTER EFFECT	11448373
天魔神 エンライズ	Sky Scourge Enrise	MONSTER SPSUMMON EFFECT	11458071
エトワール・サイバー	Etoile Cyber	MONSTER EFFECT	11460577
ライトイレイザー	Light Laser	EQUIP SPELL	11471117
アーティファクト－アキレウス	Artifact Achilleshield	MONSTER EFFECT	11475049
EMポップアップ	Performapal Popperup	SPELL	11481610
フォルテッシモ	Fortissimo	CONTINUOUS SPELL	11493868
キックファイア	Kickfire	TRAP CONTINUOUS	11501629
E・HERO エアー・ネオス	Elemental HERO Air Neos	FUSION MONSTER EFFECT	11502550
ミュータント・ハイブレイン	Mutant Mindmaster	MONSTER EFFECT	11508758
十二獣タイグリス	Zoodiac Tigermortar	MONSTER XYZ EFFECT	11510448
剛鬼ザ・パワーロード・オーガ	Gouki The Powerload Ogre	MONSTER EFFECT LINK	11516241
CNo.69 紋章死神カオス・オブ・アームズ	Number C69: Heraldry Crest of Horror	MONSTER XYZ EFFECT	11522979
迷犬マロン	Outstanding Dog Marron	MONSTER EFFECT	11548522
