Jap,Eng,type,id
魔王ディアボロス,"Diabolos, King of the Abyss",MONSTER EFFECT,29424328
智天の神星龍,Zefraath,MONSTER EFFECT PENDULUM SPSUMMON,29432356
青き眼の激臨,Rage with Eyes of Blue,SPELL QUICKPLAY,29432790
黒魔導の執行官,Dark Eradicator Warlock,MONSTER EFFECT SPSUMMON,29436665
ツイン・フォトン・リザード,Twin Photon Lizard,MONSTER EFFECT FUSION,29455728
破械雙王神ライゴウ,Unchained Abomination,MONSTER EFFECT LINK,29479265
メデューサの亡霊,The Snake Hair,MONSTER NORMAL,29491031
Kozmo－ドッグファイター,Kozmo DOG Fighter,MONSTER EFFECT,29491334
ドッグファイタートークン,DOG Fighter Token,MONSTER NORMAL TOKEN,29491335
ライバル・アライバル,Arrivalrivals,SPELL QUICKPLAY,29508346
重機王ドボク・ザーク,"Digvorzhak, King of Heavy Industry",MONSTER EFFECT XYZ,29515122
生贄封じの仮面,Mask of Restrict,TRAP CONTINUOUS,29549364
ダイガスタ・スフィアード,Daigusto Sphreez,MONSTER EFFECT SYNCHRO,29552709
霞の谷の巨神鳥,Mist Valley Apex Avian,MONSTER EFFECT,29587993
剣闘獣オクタビウス,Gladiator Beast Octavius,MONSTER EFFECT,29590752
スーパージュニア対決！,Super Junior Confrontation,TRAP,29590905
雷獣龍－サンダー・ドラゴン,Thunder Dragonroar,MONSTER EFFECT,29596581
Annihilator Archfiend,Annihilator Archfiend,MONSTER EFFECT,29603180
サイクロン・ブーメラン,Cyclone Boomerang,SPELL EQUIP,29612557
蟲惑の落とし穴,Traptrix Trap Hole Nightmare,TRAP,29616929
美しき魔物使い,Beautiful Beast Trainer,MONSTER NORMAL,29616941
グレイ・ウイング,Gray Wing,MONSTER EFFECT,29618570
魔弾－デッドマンズ・バースト,Magical Musket - Last Stand,TRAP COUNTER,29628180
ミラーフォース・ランチャー,Mirror Force Launcher,TRAP CONTINUOUS,29649320
アマゾネスの鎖使い,Amazoness Chain Master,MONSTER EFFECT,29654737
オルフェゴール・アタック,Orcustrated Attack,TRAP,29666221
No.61 ヴォルカザウルス,Number 61: Volcasaurus,MONSTER EFFECT XYZ,29669359
魔装戦士 アルニス,"Arnis, the Empowered Warrior",MONSTER EFFECT,29687169
ツインテール,Twin Long Rods #2,MONSTER NORMAL,29692206
コンデンサー・デスストーカー,Capacitor Stalker,MONSTER EFFECT,29716911
サイバー・ファロス,Cyber Pharos,MONSTER EFFECT,29719112
サモン・ゲート,Summon Gate,TRAP CONTINUOUS,29724053
粘糸壊獣クモグス,"Kumongous, the Sticky String Kaiju",MONSTER EFFECT,29726552
呪術抹消,Spell Vanishing,TRAP COUNTER,29735721
王家の神殿,Temple of the Kings,SPELL CONTINUOUS,29762407
エレキリム,Watthydra,MONSTER EFFECT SYNCHRO,29765339
妖怪のいたずら,Mischief of the Yokai,TRAP,29795530
スネーク・パーム,Snakeyashi,MONSTER NORMAL,29802344
暗黒よりの軍勢,The Forces of Darkness,TRAP,29826127
グレイドル・イーグル,Graydle Eagle,MONSTER EFFECT,29834183
水晶機巧－シストバーン,Crystron Thystvern,MONSTER EFFECT,29838323
おジャマトリオ,Ojama Trio,TRAP,29843091
おジャマトークン,Ojama Token,MONSTER NORMAL TOKEN,29843092
おジャマトークン,Ojama Token,MONSTER NORMAL TOKEN,29843093
おジャマトークン,Ojama Token,MONSTER NORMAL TOKEN,29843094
バスター・テレポート,Assault Teleport,SPELL,29863101
闇の閃光,Darklight,TRAP,29876529
シャドウ・リチュア,Gishki Shadow,MONSTER EFFECT,29888389
覚醒の暗黒騎士ガイア,Arisen Gaia the Fierce Knight,MONSTER EFFECT,29904964
魔轟神獣チャワ,The Fabled Chawa,MONSTER EFFECT TUNER,29905795
対壊獣用決戦兵器メカサンダー・キング,Super Anti-Kaiju War Machine Mecha-Thunder-King,MONSTER EFFECT,29913783
マリン・ビースト,Marine Beast,MONSTER FUSION,29929832
地縛波,Earthbound Wave,TRAP COUNTER,29934351
D・マグネンU,Morphtronic Magnen,MONSTER EFFECT,29947751
ディッグ・ビーク,Dig Beak,MONSTER NORMAL,29948642
放電ムスタンガン,Zap Mustung,MONSTER EFFECT SPSUMMON,29951323
サイバー・ドラゴン・フィーア,Cyber Dragon Vier,MONSTER EFFECT,29975188
真六武衆－シエン,Legendary Six Samurai - Shi En,MONSTER EFFECT SYNCHRO,29981921
ダイナレスラー・カポエラプトル,Dinowrestler Capoeiraptor,MONSTER EFFECT,29996433
発条の巻き戻し,Zenmairch,TRAP,29999161
剛鬼サンダー・オーガ,Gouki Thunder Ogre,MONSTER EFFECT LINK,30010480
A－アサルト・コア,A-Assault Core,MONSTER EFFECT UNION,30012506
サイバー・ウロボロス,Cyber Ouroboros,MONSTER EFFECT,30042158
エッジインプ・シザー,Edge Imp Sabres,MONSTER EFFECT,30068120
アイヴィ・ウォール,Wall of Ivy,MONSTER EFFECT FLIP,30069398
アイヴィトークン,Ivy Token,MONSTER NORMAL TOKEN,30069399
真紅眼の黒炎竜,Red-Eyes Black Flare Dragon,MONSTER EFFECT GEMINI,30079770
流星竜メテオ・ブラック・ドラゴン,Meteor Black Comet Dragon,MONSTER EFFECT FUSION,30086349
鎧武者斬鬼,Zanki,MONSTER NORMAL,30090452
ライトロード・セイント ミネルバ,"Minerva, the Exalted Lightsworn",MONSTER EFFECT XYZ,30100551
炎竜星－シュンゲイ,"Suanni, Fire of the Yang Zing",MONSTER EFFECT,30106950
ジャッジ・マン,Judge Man,MONSTER NORMAL,30113682
コード・ジェネレーター,Code Generator,MONSTER EFFECT,30114823
シンクロ・ストライク,Synchro Strike,TRAP,30123142
ライトレイ ディアボロス,Lightray Diabolos,MONSTER EFFECT SPSUMMON,30126992
落とし大穴,Darkfall,TRAP,30127518
ヴァレル・サプライヤー,Borrel Supplier,SPELL CONTINUOUS,30131474
サディスティック・ポーション,Brutal Potion,TRAP,30155789
死のメッセージ「H」,"Spirit Message ""L""",SPELL CONTINUOUS,30170981
機動砦のギア・ゴーレム,Gear Golem the Moving Fortress,MONSTER EFFECT,30190809
星杯戦士ニンギルス,Ningirsu the World Chalice Warrior,MONSTER EFFECT LINK,30194529
マジシャン・オブ・ブラックカオス,Magician of Black Chaos,MONSTER RITUAL,30208479
墓守の末裔,Gravekeeper's Descendant,MONSTER EFFECT,30213599
サイコトラッカー,Psychic Tracker,MONSTER EFFECT,30227494
カラクリ商人 壱七七,"Karakuri Merchant mdl 177 ""Inashichi""",MONSTER EFFECT,30230789
マクロコスモス,Macro Cosmos,TRAP CONTINUOUS,30241314
ハングリーバーガー,Hungry Burger,MONSTER RITUAL,30243636
暗黒方界神クリムゾン・ノヴァ,Crimson Nova the Dark Cubic Lord,MONSTER EFFECT SPSUMMON,30270176
氷弾使いレイス,Reese the Ice Mistress,MONSTER EFFECT TUNER,30276969
剛鬼ザ・マスター・オーガ,Gouki The Master Ogre,MONSTER EFFECT LINK,30286474
ワーム・テンタクルス,Worm Tentacles,MONSTER EFFECT,30299166
ファントム・オブ・カオス,Phantom of Chaos,MONSTER EFFECT,30312361
エレメント・ドラゴン,Element Dragon,MONSTER EFFECT,30314994
死神ブーメラン,Dokuroyaiba,MONSTER NORMAL,30325729
シャドール・リザード,Shaddoll Squamata,MONSTER EFFECT FLIP,30328508
イビリチュア・プシュケローネ,Gishki Psychelone,MONSTER EFFECT RITUAL,30334522
剣現する武神,Bujin Regalia - The Sword,TRAP,30338466
ホープ・バスター,Utopia Buster,SPELL,30341772
TG ドリル・フィッシュ,T.G. Drill Fish,MONSTER EFFECT,30348744
人海戦術,Human-Wave Tactics,TRAP CONTINUOUS,30353551
聖占術の儀式,Prediction Ritual,SPELL RITUAL,30392583
竜星の具象化,Yang Zing Creation,TRAP CONTINUOUS,30398342
ジェネクス・パワー・プランナー,Genex Power Planner,MONSTER EFFECT,30399511
ワルキューレ・ツヴァイト,Valkyrie Zweite,MONSTER EFFECT,30411385
スウィッチヒーロー,Switcheroroo,TRAP,30426226
古代の機械工場,Ancient Gear Factory,SPELL,30435145
降霊の儀式,Rite of Spirit,TRAP,30450531
イリュージョン・シープ,Mystical Sheep #1,MONSTER EFFECT,30451366
王宮の鉄壁,Imperial Iron Wall,TRAP CONTINUOUS,30459350
八汰烏の骸,Legacy of Yata-Garasu,TRAP,30461781
ウミノタウルス,Uminotaurus,MONSTER EFFECT,30464153
反発力,Counterforce,TRAP,30488793
儀式魔人ディザーズ,Djinn Disserere of Rituals,MONSTER EFFECT,30492798
紅血鬼,Red-Headed Oni,MONSTER EFFECT,30494314
RR－リターン,Raidraptor - Return,TRAP,30500113
ライトロード・レイピア,Lightsworn Sabre,SPELL EQUIP,30502181
スパルタクァの呪術師,Witch Doctor of Sparta,MONSTER EFFECT,30525991
魔の試着部屋,Enchanting Fitting Room,SPELL,30531525
バードマン,Sky Scout,MONSTER NORMAL,30532390
捕食植物スパイダー・オーキッド,Predaplant Spider Orchid,MONSTER EFFECT PENDULUM,30537973
真竜皇リトスアジムD,"True King Lithosagym, the Disaster",MONSTER EFFECT,30539496
ブランチ,Branch!,SPELL CONTINUOUS,30548775
グリッド・ロッド,Grid Rod,SPELL EQUIP,30552375
ZERO－MAX,ZERO-MAX,SPELL,30562585
聖騎士ベディヴィエール,Noble Knight Bedwyr,MONSTER EFFECT,30575681
リボーン・パズル,Puzzle Reborn,TRAP,30585393
カブトロン,Beetron,MONSTER EFFECT,30587695
エクシーズ・バースト,Xyz Burst,SPELL,30600344
幻想の見習い魔導師,Apprentice Illusion Magician,MONSTER EFFECT,30603688
極神皇トール,"Thor, Lord of the Aesir",MONSTER EFFECT SYNCHRO,30604579
暗黒の扉,The Dark Door,SPELL CONTINUOUS,30606547
轍の魔妖－朧車,"Oboro-Guruma, the Wheeled Mayakashi",MONSTER EFFECT SYNCHRO,30607616
マジカル・アンダーテイカー,Magical Undertaker,MONSTER EFFECT FLIP,30608985
ストライク・ショット,Strike Slash,TRAP,30643162
破滅の魔王ガーランドルフ,"Garlandolf, King of Destruction",MONSTER EFFECT RITUAL,30646525
ヴェンデット・リボーン,Vendread Reorigin,TRAP,30650147
ヴェンデットトークン,Vendread Token,MONSTER NORMAL TOKEN,30650148
ナイルの恵み,Blessings of the Nile,SPELL CONTINUOUS,30653113
メカファルコン,Cyber Falcon,MONSTER NORMAL,30655537
蒼翠の風霊使いウィン,"Wynn the Wind Charmer, Verdant",MONSTER EFFECT LINK,30674956
シールドクラッシュ,Shield Crush,SPELL,30683373
海晶乙女シーエンジェル,Marincess Sea Angel,MONSTER EFFECT LINK,30691817
マキシマム・シックス,Maximum Six,MONSTER EFFECT,30707994
熱血指導王ジャイアントレーナー,Coach King Giantrainer,MONSTER EFFECT XYZ,30741334
オルフェゴール・ガラテア,"Galatea, the Orcust Automaton",MONSTER EFFECT LINK,30741503
D－HERO デッドリーガイ,Destiny HERO - Dangerous,MONSTER EFFECT FUSION,30757127
ブラッド・メフィスト,Blood Mefist,MONSTER EFFECT SYNCHRO,30757396
コア転送ユニット,Core Transport Unit,SPELL CONTINUOUS,30770156
シャドウ・グール,Shadow Ghoul,MONSTER EFFECT,30778711
花積み,Flower Stacking,SPELL,30786387
聖刻龍－ウシルドラゴン,Hieratic Dragon of Asar,MONSTER EFFECT,30794966
幻獣機レイステイルス,Mecha Phantom Beast Stealthray,MONSTER EFFECT,30811116
幻獣機トークン,Mecha Phantom Beast Token,MONSTER NORMAL TOKEN,30811117
デコード・トーカー・エクステンド,Decode Talker Extended,MONSTER EFFECT LINK,30822527
召喚制限－猛突するモンスター,All-Out Attacks,TRAP CONTINUOUS,30834988
起動する機殻,Qlipper Launch,TRAP,30845999
ロケット戦士,Rocket Warrior,MONSTER EFFECT,30860696
剣闘獣総監エーディトル,Gladiator Beast Tamer Editor,MONSTER EFFECT FUSION,30864377
方舟の選別,The Selection,TRAP COUNTER,30888983
魔弾の悪魔 ザミエル,Magical Musket Mastermind Zakiel,MONSTER EFFECT,30907810
聖鳥クレイン,Sacred Crane,MONSTER EFFECT,30914564
星見獣ガリス,Gallis the Star Beast,MONSTER EFFECT,30915572
副作用？,Side Effects?,TRAP,30922149
立炎星－トウケイ,Brotherhood of the Fire Fist - Rooster,MONSTER EFFECT,30929786
コアキメイル・ウルナイト,Koa'ki Meiru Urnight,MONSTER EFFECT,30936186
スワップリースト,Swap Cleric,MONSTER EFFECT,30968774
SPYRAL GEAR－ビッグ・レッド,SPYRAL GEAR - Big Red,SPELL EQUIP,30979619
徴兵令,Conscription,TRAP,31000575
マッド・リローダー,Mad Reloader,MONSTER EFFECT,31034919
強制転移,Creature Swap,SPELL,31036355
創世竜,Genesis Dragon,MONSTER EFFECT,31038159
イタチの大暴発,Ferret Flames,TRAP,31044787
BF－激震のアブロオロス,Blackwing - Abrolhos the Megaquake,MONSTER EFFECT,31053337
Kozmo－ドロッセル,Kozmo Farmgirl,MONSTER EFFECT,31061682
スカルライダーの復活,Revival of Dokurorider,SPELL RITUAL,31066283
第一の棺,The First Sarcophagus,TRAP CONTINUOUS,31076103
びっくり箱,Punch-in-the-Box,TRAP,31077447
アマゾネスの斥候,Amazoness Spy,MONSTER EFFECT,31102447
E・HERO ゴッド・ネオス,Elemental HERO Divine Neos,MONSTER EFFECT FUSION,31111109
占術姫アローシルフ,Prediction Princess Arrowsylph,MONSTER EFFECT FLIP,31118030
逆転の女神,Gyakutenno Megami,MONSTER NORMAL,31122090
逆転の女神,Gyakutenno Megami,MONSTER NORMAL,31122091
ライライダー,Rai Rider,MONSTER EFFECT,31173519
アタック・ゲイナー,Attack Gainer,MONSTER EFFECT TUNER,31175914
マジェスペクター・ユニコーン,Majespecter Unicorn - Kirin,MONSTER EFFECT PENDULUM,31178212
超重武者装留グレート・ウォール,Superheavy Samurai Soulshield Wall,MONSTER EFFECT,31181711
ヴァンパイア・アウェイク,Vampire Awakening,TRAP,31189536
揺れる眼差し,Wavering Eyes,SPELL QUICKPLAY,31222701
星杯竜イムドゥーク,Imduk the World Chalice Dragon,MONSTER EFFECT LINK,31226177
魂喰らい,Souleater,MONSTER NORMAL,31242786
バトルマニア,Battle Mania,TRAP,31245780
剣闘獣ディカエリィ,Gladiator Beast Dimacari,MONSTER EFFECT,31247589
ヒール・ウェーバー,Healing Wave Generator,MONSTER EFFECT,31281980
Emハットトリッカー,Performage Hat Tricker,MONSTER EFFECT,31292357
陽炎獣 ヒッポグリフォ,Hazy Flame Hyppogrif,MONSTER EFFECT,31303283
マシュマロン,Marshmallon,MONSTER EFFECT,31305911
転生炎獣パイロ・フェニックス,Salamangreat Pyro Phoenix,MONSTER EFFECT LINK,31313405
RR－シンギング・レイニアス,Raidraptor - Singing Lanius,MONSTER EFFECT,31314549
No.47 ナイトメア・シャーク,Number 47: Nightmare Shark,MONSTER EFFECT XYZ,31320433
サイキック・インパルス,Psi-Impulse,SPELL,31328739
アンデット・ウォーリアー,Zombie Warrior,MONSTER FUSION,31339260
エクスプロードヴァレット・ドラゴン,Exploderokket Dragon,MONSTER EFFECT,31353051
"Whitebeard, the Plunder Patroll Helm","Whitebeard, the Plunder Patroll Helm",MONSTER EFFECT TUNER,31374201
XX－セイバー ダークソウル,XX-Saber Darksoul,MONSTER EFFECT,31383545
カオス・ゴッデス－混沌の女神－,Chaos Goddess,MONSTER EFFECT SYNCHRO,31385077
始祖の守護者ティラス,"Tiras, Keeper of Genesis",MONSTER EFFECT XYZ,31386180
神剣－フェニックスブレード,Divine Sword - Phoenix Blade,SPELL EQUIP,31423101
呪われしエルドランド,Cursed Eldland,SPELL CONTINUOUS,31434645
No.82 ハートランドラコ,Number 82: Heartlandraco,MONSTER EFFECT XYZ,31437713
プランキッズ・ロック,Prank-Kids Rocksies,MONSTER EFFECT,31440046
幻惑のラフレシア,Rafflesia Seduction,MONSTER EFFECT FLIP,31440542
クイック・リボルブ,Quick Launch,SPELL QUICKPLAY,31443476
煉獄の虚夢,Void Imagination,SPELL CONTINUOUS,31444249
翼を織りなす者,Wingweaver,MONSTER NORMAL,31447217
ヴェルズ・ゴーレム,Evilswarm Golem,MONSTER EFFECT,31456110
開運ミラクルストーン,Miracle Stone,SPELL CONTINUOUS,31461282
不死式冥界砲,Everliving Underworld Cannon,SPELL CONTINUOUS,31467372
空牙団の飛哨 リコン,"Recon, Scout Fur Hire",MONSTER EFFECT,31467949
共闘,Unified Front,TRAP,31472884
砂塵の結界,Dust Barrier,SPELL CONTINUOUS,31476755
ミスターボルケーノ,Mr. Volcano,MONSTER NORMAL,31477025
幻獣機ウォーブラン,Mecha Phantom Beast Warbluran,MONSTER EFFECT TUNER,31480215
幻獣機トークン,Mecha Phantom Beast Token,MONSTER NORMAL TOKEN,31480216
聖刻龍－ネフテドラゴン,Hieratic Dragon of Nebthet,MONSTER EFFECT,31516413
共鳴する振動,Harmonic Oscillation,SPELL,31531170
幻獣機メガラプター,Mecha Phantom Beast Megaraptor,MONSTER EFFECT,31533704
幻獣機トークン,Mecha Phantom Beast Token,MONSTER NORMAL TOKEN,31533705
墓穴ホール,Grave Hole,TRAP,31548215
煉獄の狂宴,Void Feast,TRAP,31548814
闇次元の解放,Escape from the Dark Dimension,TRAP CONTINUOUS,31550470
スピア・ドラゴン,Spear Dragon,MONSTER EFFECT,31553716
エクシーズ・リベンジ・シャッフル,Xyz Revenge Shuffle,TRAP,31554054
古代の歯車,Ancient Gear,MONSTER EFFECT,31557782
聖なる魔術師,Magician of Faith,MONSTER EFFECT FLIP,31560081
ズババジェネラル,Zubaba General,MONSTER EFFECT XYZ,31563350
邪神機－獄炎,Malevolent Mech - Goku En,MONSTER EFFECT,31571902
破械童子サラマ,Unchained Twins - Sarama,MONSTER EFFECT,31588572
サボウ・クローザー,Cactus Bouncer,MONSTER EFFECT,31615285
魔弾の射手 スター,Magical Musketeer Starfire,MONSTER EFFECT,31629407
ラヴァル・ツインスレイヤー,Laval Dual Slasher,MONSTER EFFECT SYNCHRO,31632536
捕食活動,Predapractice,SPELL,31643613
黒白の波動,Black and White Wave,SPELL QUICKPLAY,31677606
占い魔女 アンちゃん,Fortune Fairy Ann,MONSTER EFFECT,31683874
コアキメイル・フルバリア,Koa'ki Meiru Hydro Barrier,MONSTER EFFECT,31692182
星遺物の醒存,World Legacy Survivor,SPELL,31706048
リバイバルスライム,Revival Jam,MONSTER EFFECT,31709826
レッドアイズ・トゥーン・ドラゴン,Red-Eyes Toon Dragon,MONSTER EFFECT TOON,31733941
十二獣ヴァイパー,Zoodiac Whiptail,MONSTER EFFECT,31755044
ティンダングル・ハウンド,Tindangle Hound,MONSTER EFFECT FLIP,31759689
憑依装着－ウィン,Familiar-Possessed - Wynn,MONSTER EFFECT,31764353
ユベル－Das Extremer Traurig Drachen,Yubel - The Ultimate Nightmare,MONSTER EFFECT SPSUMMON,31764700
ヘル・エンプレス・デーモン,Archfiend Empress,MONSTER EFFECT,31766317
オイルメン,Oilman,MONSTER EFFECT UNION,31768112
ヴェンデット・レヴナント,Vendread Revenants,MONSTER EFFECT,31772684
迎撃準備,Ready for Intercepting,TRAP,31785398
サンダー・ドラゴン,Thunder Dragon,MONSTER EFFECT,31786629
No.62 銀河眼の光子竜皇,Number 62: Galaxy-Eyes Prime Photon Dragon,MONSTER EFFECT XYZ,31801517
アステカの石像,Stone Statue of the Aztecs,MONSTER EFFECT,31812496
音響戦士ピアーノ,Symphonic Warrior Piaano,MONSTER EFFECT TUNER,31826057
機甲部隊の最前線,Machina Armored Unit,SPELL CONTINUOUS,31828916
ダーク・ネクロフィア,Dark Necrofear,MONSTER EFFECT SPSUMMON,31829185
ヴァレルロード・ドラゴン,Borreload Dragon,MONSTER EFFECT LINK,31833038
ヴァレルロード・ドラゴン,Borreload Dragon,MONSTER EFFECT LINK,31833039
異次元グランド,Different Dimension Ground,TRAP,31849106
出目出し,Dice-nied,TRAP CONTINUOUS,31863912
憑依装着－アウス,Familiar-Possessed - Aussa,MONSTER EFFECT,31887905
デビルズ・ミラー,Fiend's Mirror,MONSTER RITUAL,31890399
死のメッセージ「E」,"Spirit Message ""I""",SPELL CONTINUOUS,31893528
冥宮の番人,Defender of the Labyrinth,MONSTER EFFECT LINK,31897444
六武衆－ニサシ,The Six Samurai - Nisashi,MONSTER EFFECT,31904181
漆黒のズムウォルト,Dark Diviner,MONSTER EFFECT SYNCHRO,31919988
アーカナイト・マジシャン,Arcanite Magician,MONSTER EFFECT SYNCHRO,31924889
機皇帝スキエル∞,Meklord Emperor Skiel,MONSTER EFFECT SPSUMMON,31930787
スレッショルド・ボーグ,Threshold Borg,MONSTER EFFECT,31944175
マジシャンズ・エイプ,Ape Magician,MONSTER EFFECT,31975743
スローライフ,Quiet Life,SPELL CONTINUOUS,31980955
スプリット・D・ローズ,Regenerating Rose,MONSTER EFFECT,31986288
D・ローズトークン,Regenerating Rose Token,MONSTER NORMAL TOKEN,31986289
フライング・フィッシュ,Flying Fish,MONSTER NORMAL,31987274
マジェスペクター・ラクーン,Majespecter Raccoon - Bunbuku,MONSTER EFFECT PENDULUM,31991800
No.34 電算機獣テラ・バイト,Number 34: Terror-Byte,MONSTER EFFECT XYZ,32003338
No.34 電算機獣テラ・バイト,Number 34: Terror-Byte,MONSTER EFFECT XYZ,32003339
千年の盾,Millennium Shield,MONSTER NORMAL,32012841
千年の盾,Millennium Shield,MONSTER NORMAL,32012842
宵闇の騎士,Evening Twilight Knight,MONSTER EFFECT,32013448
無差別破壊,Blind Destruction,TRAP CONTINUOUS,32015116
重力の斧－グラール,Gravity Axe - Grarl,SPELL EQUIP,32022366
F.A.オーバー・ヒート,F.A. Overheat,TRAP,32036866
エレキーパー,Wattkeeper,TRAP,32061744
メガトン魔導キャノン,Mega Ton Magical Cannon,SPELL,32062913
痛恨の訴え,Heartfelt Appeal,TRAP,32065885
エクシーズ・トライバル,Xyz Tribalrivals,TRAP CONTINUOUS,32086564
破壊剣の追憶,Destruction Sword Memories,TRAP,32104431
閻魔の裁き,Enma's Judgment,TRAP,32120116
ダイナミスト・アンキロス,Dinomist Ankylos,MONSTER EFFECT PENDULUM,32134638
DDパンドラ,D/D Pandora,MONSTER EFFECT,32146097
フリップ・フローズン,Flip Frozen,MONSTER EFFECT,32176662
最古式念導,Psychokinesis,SPELL,32180819
天岩戸,Amano-Iwato,MONSTER EFFECT SPIRIT,32181268
武神器－タルタ,Bujingi Wolf,MONSTER EFFECT,32202803
大番狂わせ,A Major Upset,TRAP,32207100
ゴーストリック・サキュバス,Ghostrick Socuteboss,MONSTER EFFECT XYZ,32224143
占術姫コインノーマ,Prediction Princess Coinorma,MONSTER EFFECT FLIP,32231618
ライト・バニッシュ,Vanquishing Light,TRAP COUNTER,32233746
絶対服従魔人,Ultimate Obedient Fiend,MONSTER EFFECT,32240937
サラマンドラ,Salamandra,SPELL EQUIP,32268901
隻眼のホワイトタイガー,The All-Seeing White Tiger,MONSTER NORMAL,32269855
フェデライザー,Featherizer,MONSTER EFFECT,32271987
ワイト,Skull Servant,MONSTER NORMAL,32274490
デジトロン,Digitron,MONSTER NORMAL,32295838
豊穣のアルテミス,Bountiful Artemis,MONSTER EFFECT,32296881
トライアングルパワー,Triangle Power,SPELL,32298781
交血鬼－ヴァンパイア・シェリダン,Dhampir Vampire Sheridan,MONSTER EFFECT XYZ,32302078
占い魔女 エンちゃん,Fortune Fairy En,MONSTER EFFECT,32305461
コアキメイル・クルセイダー,Koa'ki Meiru Crusader,MONSTER EFFECT,32314730
武神－ヤマト,Bujin Yamato,MONSTER EFFECT,32339440
ダーク・キメラ,Dark Chimera,MONSTER NORMAL,32344688
DDドッグ,D/D Dog,MONSTER EFFECT PENDULUM,32349062
セフィラの神託,Oracle of Zefra,SPELL FIELD,32354768
スケルゴン,Skelgon,MONSTER FUSION,32355828
天地開闢,Beginning of Heaven and Earth,TRAP,32360466
魔導雑貨商人,Magical Merchant,MONSTER EFFECT FLIP,32362575
エクストラ・ヴェーラー,Extra Veiler,MONSTER EFFECT,32391566
サベージ・コロシアム,Savage Colosseum,SPELL FIELD,32391631
サイバー・シャーク,Cyber Shark,MONSTER EFFECT,32393580
戦華の智－諸葛孔,Ancient Warriors - Strategist Zhuge Kong,MONSTER EFFECT,32422602
竜魂の力,Dragonic Attack,SPELL EQUIP,32437102
シンクロキャンセル,De-Synchro,SPELL,32441317
CNo.43 魂魄傀儡鬼神カオス・マリオネッター,Number C43: High Manipulator of Chaos,MONSTER EFFECT XYZ,32446630
魂魄トークン,Manipulator Token,MONSTER NORMAL TOKEN,32446631
トリックスター・ホーリーエンジェル,Trickstar Holly Angel,MONSTER EFFECT LINK,32448765
トリックスター・ホーリーエンジェル,Trickstar Holly Angel,MONSTER EFFECT LINK,32448766
ルイーズ,Beaver Warrior,MONSTER NORMAL,32452818
電子光虫－コクーンデンサ,Digital Bug Cocoondenser,MONSTER EFFECT,32465539
メタルヴァレット・ドラゴン,Metalrokket Dragon,MONSTER EFFECT,32472237
ラインモンスター スピア・ホイール,Shogi Lance,MONSTER EFFECT,32476434
シルバーヴァレット・ドラゴン,Silverrokket Dragon,MONSTER EFFECT,32476603
バラに棲む悪霊,Rose Spectre of Dunn,MONSTER FUSION,32485271
イモータル・ルーラー,Immortal Ruler,MONSTER EFFECT,32485518
降雷皇ハモン,"Hamon, Lord of Striking Thunder",MONSTER EFFECT SPSUMMON,32491822
天威の拳僧,Monk of the Tenyi,MONSTER LINK,32519092
御影志士,Gallant Granite,MONSTER EFFECT XYZ,32530043
イビー,Minar,MONSTER EFFECT,32539892
絵画に潜む者,The Portrait's Secret,MONSTER NORMAL,32541773
燃え上がる大海,High Tide on Fire Island,TRAP,32542011
ヴォルカニック・デビル,Volcanic Doomfire,MONSTER EFFECT SPSUMMON,32543380
エレキンモグラ,Wattmole,MONSTER EFFECT,32548609
六花深々,Rikka Tranquility,TRAP,32557233
CNo.9 天蓋妖星カオス・ダイソン・スフィア,Number C9: Chaos Dyson Sphere,MONSTER EFFECT XYZ,32559361
紅玉の宝札,Cards of the Red Stone,SPELL,32566831
コロガーシ,Korogashi,MONSTER NORMAL,32569498
The despair URANUS,The Despair Uranus,MONSTER EFFECT,32588805
ドラゴンメイド・チェイム,Chamber Dragonmaid,MONSTER EFFECT,32600024
究極・背水の陣,Backs to the Wall,TRAP,32603633
覇道星シュラ,Shura the Combat Star,MONSTER EFFECT FUSION,32615065
トライゲート・ウィザード,Tri-Gate Wizard,MONSTER EFFECT LINK,32617464
暗黒界の軍神 シルバ,"Sillva, Warlord of Dark World",MONSTER EFFECT,32619583
否定ペンギン,Nopenguin,MONSTER EFFECT,32623004
スパイラルドラゴン,Spiral Serpent,MONSTER NORMAL,32626733
ダーク・ダイブ・ボンバー,Dark Strike Fighter,MONSTER EFFECT SYNCHRO,32646477
ドミノ,Domino Effect,SPELL CONTINUOUS,32663969
ヒーロー・キッズ,Hero Kid,MONSTER EFFECT,32679370
アモルファージ・ノーテス,Amorphage Sloth,MONSTER EFFECT PENDULUM,32687071
三段腹ナイト,Big Belly Knight,MONSTER EFFECT,32696942
フィッシュアンドキックス,Fish and Kicks,SPELL,32703716
宝玉獣 ルビー・カーバンクル,Crystal Beast Ruby Carbuncle,MONSTER EFFECT,32710364
マジカル・エクスプロージョン,Magical Explosion,TRAP,32723153
レアル・ジェネクス・コーディネイター,R-Genex Overseer,MONSTER EFFECT TUNER,32744558
BK スパー,Battlin' Boxer Sparrer,MONSTER EFFECT,32750341
アイス・ブリザード・マスター,Ice Master,MONSTER EFFECT,32750510
砂の魔女,Mystical Sand,MONSTER FUSION,32751480
ユーフォロイド・ファイター,UFOroid Fighter,MONSTER EFFECT FUSION,32752319
ブラック・イリュージョン,Black Illusion,TRAP,32754886
スクラップ・ワーム,Scrap Worm,MONSTER EFFECT TUNER,32761286
